Country,Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
France,Product 1329,991,729,959,904,39,505,188,530,417,147,789,164,2,271,187,505,232,779,687,163,922,496,386,392,607,417,678,268,383,698,448,127,98,254,549,521,441,18,201,286,270
France,Product 1330,535,587,847,241,631,114,585,939,639,937,451,892,940,528,452,348,658,930,350,717,46,740,143,625,648,865,904,30,851,252,774,375,970,746,984,92,874,655,993,997,126
France,Product 1331,879,539,896,105,490,242,851,936,387,341,262,676,215,348,416,251,691,58,791,301,301,146,898,555,683,27,572,928,740,425,178,969,256,39,515,232,448,227,881,697,955
France,Product 1332,298,398,951,588,455,402,19,690,901,582,480,391,146,202,380,343,967,517,722,898,129,630,823,380,377,268,643,279,700,983,976,603,183,552,929,825,195,246,970,383,982
France,Product 1333,612,415,226,633,774,66,822,97,661,846,217,271,103,198,218,236,720,530,461,103,470,709,517,274,434,494,960,42,917,417,418,555,327,621,533,393,399,356,206,894,592
France,Product 1334,502,436,785,799,911,520,353,241,535,804,263,69,823,667,542,770,613,429,657,393,948,282,502,387,121,612,487,686,214,847,731,270,39,950,225,720,622,8,989,382,442
France,Product 1335,563,534,262,579,541,242,856,61,769,847,735,694,309,727,524,936,652,272,729,605,852,421,908,803,712,15,266,483,784,16,306,197,671,239,938,287,877,927,91,332,756
France,Product 1336,931,389,907,484,453,297,137,838,272,550,376,101,217,732,447,345,184,62,635,968,635,968,445,95,65,338,77,472,391,58,431,762,349,916,178,880,587,107,29,244,996
France,Product 1337,996,308,59,465,213,228,754,732,159,741,556,793,230,798,504,192,197,46,606,246,125,830,724,18,898,578,617,782,316,376,966,83,839,358,681,113,866,976,515,819,644
France,Product 1338,888,291,194,515,352,614,161,233,328,834,600,427,613,117,946,161,31,296,415,279,582,289,680,171,888,869,203,262,619,7,506,323,884,993,150,869,107,779,244,580,408
France,Product 1339,520,854,12,26,956,707,866,650,889,283,710,283,134,122,598,615,460,820,801,317,735,74,3,762,169,846,473,778,590,952,212,265,426,907,463,906,493,958,49,540,511
France,Product 1340,114,290,313,88,869,259,782,395,46,278,287,907,159,20,327,488,400,841,551,508,805,785,27,536,755,979,71,562,643,87,705,989,788,714,714,788,683,433,185,799,965
France,Product 1341,62,681,409,145,477,861,381,230,762,379,415,142,570,136,207,573,473,437,217,52,378,474,120,850,126,281,783,976,480,623,533,903,569,507,540,968,499,17,645,529,874
France,Product 1342,932,500,247,928,925,236,364,432,776,121,325,937,639,500,785,852,782,993,949,214,403,490,22,639,179,720,864,436,944,432,97,325,324,947,783,868,170,837,582,449,551
France,Product 1343,526,590,496,52,436,275,258,711,450,898,143,219,111,821,440,415,624,533,482,129,401,432,929,696,749,779,672,43,450,56,900,96,715,558,683,2,601,449,819,847,750
France,Product 1344,476,57,829,883,893,396,221,293,107,960,443,171,149,395,235,375,419,828,838,270,63,40,182,596,582,143,752,707,247,748,712,135,767,126,58,917,779,833,143,587,757
France,Product 1345,970,67,464,881,82,811,351,852,349,463,290,842,659,4,151,14,446,578,708,782,970,53,497,499,274,15,430,264,619,558,850,45,723,665,742,743,268,147,271,797,269
France,Product 1346,843,266,922,599,395,918,145,161,217,765,615,808,484,947,661,650,33,149,654,748,233,633,242,443,611,988,18,44,673,801,326,920,51,852,995,58,924,190,126,615,801
France,Product 1347,214,108,300,813,676,322,756,755,410,199,319,649,388,321,467,217,282,232,727,396,380,477,738,913,250,141,966,411,343,945,226,550,845,689,310,517,784,413,96,422,69
France,Product 1348,47,334,481,234,804,438,96,849,21,33,584,352,58,140,251,357,805,175,660,359,535,372,547,412,599,369,160,4,875,838,632,87,408,259,448,856,35,100,617,932,343
France,Product 1349,50,329,797,53,311,24,727,544,409,506,584,903,400,899,898,882,883,502,212,438,795,307,981,527,118,809,262,689,134,166,756,140,13,204,714,286,513,155,813,86,232
France,Product 1350,481,619,884,340,428,761,757,903,597,83,859,236,314,183,511,99,231,130,672,847,57,548,374,316,464,346,841,672,468,540,504,427,226,397,537,485,663,867,784,495,484
France,Product 1351,138,167,648,257,379,35,707,350,610,588,822,571,570,913,379,460,713,171,856,299,810,266,283,524,71,963,957,400,600,455,198,191,851,14,552,384,128,990,865,803,95
France,Product 1352,985,553,952,179,906,623,331,586,78,750,701,814,944,847,565,133,610,594,347,392,257,368,250,479,810,534,544,247,36,914,545,372,508,241,786,969,459,22,983,273,44
France,Product 1353,173,683,525,742,89,92,839,238,241,278,18,962,95,113,294,377,603,270,26,993,274,927,79,15,924,945,320,954,295,503,958,103,317,134,95,997,491,950,176,76,918
France,Product 1354,501,270,855,371,956,152,762,283,756,590,105,704,599,861,371,861,564,162,626,642,188,380,997,366,635,731,491,94,308,153,841,17,606,441,628,96,830,152,930,965,360
France,Product 1355,583,978,99,510,263,818,697,198,72,472,989,4,50,383,493,88,789,870,957,210,812,763,944,369,885,569,199,155,358,825,914,471,778,373,397,157,367,353,100,297,349
France,Product 1356,570,183,6,241,117,890,4,322,733,692,991,302,14,802,184,332,321,243,397,134,891,834,188,135,307,307,791,29,373,492,490,924,128,540,940,728,359,591,207,59,791
France,Product 1357,187,178,451,764,815,577,363,15,723,625,64,777,231,209,364,514,323,348,443,741,509,893,124,823,489,635,590,68,499,783,587,580,512,897,346,506,294,670,277,522,336
France,Product 1358,791,808,423,413,801,621,712,338,492,32,674,156,246,329,537,334,490,185,17,858,979,871,918,822,48,765,204,21,752,717,621,789,894,745,646,954,139,576,399,127,175
France,Product 1359,284,775,159,104,973,719,364,710,335,674,549,314,270,599,483,745,420,596,808,345,281,737,283,379,108,508,886,583,560,806,930,231,66,209,389,955,620,113,985,512,616
France,Product 1360,592,888,812,408,718,537,282,912,132,433,124,470,215,524,817,214,204,597,869,141,96,413,582,879,89,764,588,358,419,134,847,2,529,479,10,747,418,884,402,348,893
France,Product 1361,803,410,550,21,223,656,342,68,419,149,433,755,828,237,39,113,667,669,391,257,842,505,99,948,792,191,758,940,973,214,143,833,161,991,419,451,163,723,616,954,259
France,Product 1362,369,580,972,745,772,296,877,14,146,692,689,611,585,58,472,559,677,833,555,451,263,190,285,536,896,690,693,341,111,309,437,348,24,105,62,159,648,867,450,508,795
France,Product 1363,210,260,243,804,959,704,345,462,54,221,820,279,825,330,627,517,855,107,942,618,35,560,607,302,492,643,111,248,638,8,723,783,556,506,831,976,118,205,392,57,880
France,Product 1364,963,51,21,124,486,888,725,257,55,662,411,149,463,402,764,774,506,600,921,659,12,119,336,693,237,146,773,936,781,794,83,367,507,187,648,257,14,898,884,724,218
France,Product 1365,74,815,814,337,932,169,351,172,54,774,109,946,531,477,42,950,718,485,429,865,553,882,698,921,103,8,666,911,207,366,100,902,827,563,636,291,57,542,496,112,811
France,Product 1366,402,146,284,321,115,121,421,901,3,995,284,56,933,979,100,904,948,914,608,721,154,532,995,39,431,890,498,982,907,762,435,577,123,660,260,717,909,834,743,310,133
France,Product 1367,546,631,78,906,884,868,845,719,451,500,498,54,912,262,425,533,107,198,838,419,983,881,553,915,186,62,210,438,118,590,782,856,292,962,833,438,205,659,921,528,987
France,Product 1368,229,20,723,234,461,492,463,906,169,358,282,246,478,15,628,552,766,634,301,73,236,739,244,44,600,580,931,858,371,218,598,792,657,374,850,610,942,699,836,241,629
France,Product 1369,26,56,639,13,378,423,28,367,397,860,662,73,422,609,955,339,18,514,45,885,2,39,781,974,234,618,976,925,893,72,626,683,103,986,465,910,526,467,904,256,364
France,Product 1370,586,262,71,917,673,103,134,862,919,183,752,116,786,727,366,804,172,943,415,620,512,685,639,416,20,392,305,814,339,245,287,586,592,765,412,129,696,564,804,627,475
France,Product 1371,713,852,591,93,19,974,239,996,792,785,626,763,246,416,902,473,856,695,584,759,833,894,657,877,706,366,310,839,390,478,899,869,513,8,254,575,941,525,486,323,295
France,Product 1372,452,664,991,710,1,165,93,196,573,829,151,96,624,691,496,684,978,13,298,11,713,15,757,145,95,884,361,108,784,950,602,91,290,496,144,7,17,535,429,782,993
France,Product 1373,605,86,986,196,962,698,555,844,210,360,354,643,996,505,922,185,755,131,925,885,281,842,704,927,243,310,186,94,713,134,691,46,615,179,640,503,128,295,12,247,752
France,Product 1374,467,53,208,988,254,256,271,249,371,928,871,141,978,370,816,810,261,856,816,103,816,538,223,944,266,754,462,142,247,477,262,937,647,848,660,745,126,277,384,286,274
France,Product 1375,310,484,471,828,957,644,97,981,775,580,674,761,460,890,512,841,943,821,328,317,882,923,20,71,71,762,711,452,200,695,47,634,885,374,378,866,609,619,111,484,681
France,Product 1376,940,603,846,113,342,582,172,253,759,128,63,701,266,997,526,446,433,520,921,869,401,269,647,142,359,636,194,218,33,114,702,189,387,986,343,133,769,262,699,118,816
France,Product 1377,510,205,227,933,325,929,826,80,650,813,8,548,595,156,703,821,739,82,329,635,375,732,570,103,111,556,794,130,296,679,963,14,596,130,653,657,68,633,135,15,91
France,Product 1378,787,344,205,283,643,909,660,617,644,189,461,421,833,916,146,144,669,852,10,770,109,284,973,362,156,681,965,436,144,711,307,698,867,967,857,826,154,904,59,497,548
France,Product 1379,380,28,544,717,427,521,912,125,166,984,243,154,135,152,53,871,671,875,178,767,731,204,758,202,45,750,701,148,545,502,110,648,907,717,218,680,135,974,91,581,687
France,Product 1380,277,239,110,576,688,449,111,910,181,689,513,733,85,262,859,489,58,281,562,534,537,202,80,463,963,481,558,259,605,271,221,938,915,921,265,624,178,225,659,540,446
France,Product 1381,375,323,416,27,238,357,806,833,53,265,490,290,205,791,237,496,340,20,70,231,81,76,142,709,68,209,933,632,957,80,518,939,244,892,348,111,165,914,323,1,69
France,Product 1382,785,105,371,962,413,466,342,353,768,569,819,596,870,759,32,739,288,863,625,69,853,656,809,246,426,270,73,932,574,426,798,583,813,425,333,188,99,28,195,341,94
France,Product 1383,107,905,341,124,196,220,414,692,33,659,922,363,605,86,433,123,641,144,464,695,356,43,996,677,828,625,276,579,931,816,239,440,960,639,473,718,53,714,505,925,10
France,Product 1384,254,64,46,155,801,19,183,551,767,239,669,910,759,612,868,851,325,13,528,461,504,51,713,201,135,196,151,21,342,378,855,705,244,523,236,128,483,53,425,246,482
France,Product 1385,204,278,843,875,57,937,794,255,783,963,286,8,368,769,185,182,429,767,627,417,597,222,710,879,310,461,42,471,298,496,623,394,791,623,841,440,539,128,327,490,448
France,Product 1386,767,417,161,94,261,138,272,895,368,263,802,624,932,476,914,284,655,923,273,991,704,770,59,997,17,287,484,733,73,589,965,345,844,659,838,64,805,273,488,534,568
France,Product 1387,659,223,590,839,596,164,747,331,190,114,373,705,94,559,367,695,498,985,523,156,663,80,435,374,40,623,373,818,435,987,382,617,492,206,331,272,310,997,865,289,484
France,Product 1388,437,360,185,658,207,570,272,303,763,504,216,798,455,49,102,964,667,424,188,587,982,820,147,776,579,374,838,815,373,899,970,364,953,707,581,775,315,134,950,552,406
France,Product 1389,667,703,428,303,143,605,191,927,66,822,872,762,501,375,775,178,251,943,928,498,654,534,272,712,298,755,615,994,367,302,600,275,683,845,775,336,250,459,105,764,923
France,Product 1390,122,544,370,544,922,363,845,823,292,411,381,95,23,122,826,852,960,131,804,751,316,504,358,700,876,326,1,855,700,843,938,951,485,725,204,379,252,54,189,861,895
France,Product 1391,312,310,286,791,808,421,123,11,480,108,220,882,82,300,901,483,816,133,578,508,681,187,117,63,695,731,404,2,563,61,563,268,103,892,920,943,123,855,705,701,911
France,Product 1392,785,915,18,467,677,832,117,56,47,199,570,865,711,854,761,879,676,785,355,386,589,93,214,988,12,309,154,85,297,39,862,497,892,198,728,147,651,406,793,259,442
France,Product 1393,361,229,978,981,563,978,845,101,51,75,99,880,906,267,948,513,338,242,240,130,170,120,351,201,20,867,806,359,590,511,547,145,95,558,498,876,528,587,656,772,954
France,Product 1394,162,220,210,847,698,614,900,122,997,594,737,667,786,422,209,777,143,131,328,747,332,239,433,879,221,197,978,930,665,967,882,246,231,87,323,830,668,432,433,714,975
France,Product 1395,561,22,352,827,530,312,732,234,957,607,452,854,202,181,400,724,852,640,837,434,665,816,130,461,259,820,240,343,378,528,546,99,622,662,548,403,213,226,660,181,219
France,Product 1396,275,922,131,872,737,565,81,646,71,245,379,72,832,547,750,871,401,254,530,31,133,367,889,49,959,991,300,766,911,439,381,755,703,798,966,715,109,255,631,685,300
France,Product 1397,321,484,343,931,476,825,936,721,834,900,15,300,868,517,409,705,411,950,162,375,412,104,208,681,701,785,113,151,957,607,934,463,841,81,626,911,115,45,824,229,755
France,Product 1398,497,511,743,105,7,910,185,790,850,299,141,290,172,929,225,291,661,995,424,49,668,567,372,751,870,835,923,182,376,15,294,392,529,135,751,298,817,110,638,190,172
France,Product 1399,851,992,129,975,535,132,521,214,720,178,490,899,8,341,298,929,793,386,303,341,480,485,720,359,520,38,268,394,234,333,154,499,306,753,629,450,369,636,195,753,801
France,Product 1400,18,838,216,475,739,800,304,89,670,849,381,528,600,369,705,155,353,852,695,820,792,505,689,793,308,321,732,760,732,807,622,503,967,968,217,189,817,292,456,436,372
France,Product 1401,36,388,960,157,510,886,493,587,737,840,906,256,893,867,529,995,619,395,564,164,368,591,714,632,616,487,597,487,659,467,426,379,900,100,901,280,102,12,21,816,791
France,Product 1402,799,366,538,701,546,970,999,649,189,916,236,922,715,411,635,696,133,768,643,441,297,825,885,17,767,384,814,684,403,151,243,648,846,234,844,94,875,292,294,230,874
France,Product 1403,938,823,470,510,885,266,707,341,909,563,374,864,651,511,914,762,421,48,128,410,451,692,48,99,671,802,997,180,770,65,912,505,871,683,839,838,247,538,924,352,52
France,Product 1404,366,270,374,471,335,188,148,92,279,7,680,966,187,853,683,86,483,1,559,280,283,11,917,316,529,57,644,885,15,568,889,54,278,303,565,872,619,704,910,770,77
France,Product 1405,193,214,727,409,734,237,603,939,393,98,311,431,496,421,490,18,230,837,160,511,177,379,289,17,468,829,115,629,623,715,849,659,407,437,105,317,477,860,116,443,622
France,Product 1406,662,441,294,915,374,269,461,61,383,216,774,230,607,109,406,110,529,995,10,599,920,491,927,315,158,519,430,240,309,671,675,384,897,401,889,531,421,51,352,972,621
France,Product 1407,890,105,481,6,381,725,576,943,844,662,598,910,362,449,343,621,617,779,397,751,881,95,789,17,148,188,134,684,625,982,79,846,778,170,652,662,197,39,49,645,402
France,Product 1408,395,385,673,910,74,962,233,668,574,107,383,7,821,252,696,205,118,218,930,31,414,899,632,912,861,833,504,464,831,19,877,684,766,126,845,249,730,119,162,397,937
France,Product 1409,852,984,399,62,670,829,28,556,598,779,886,905,346,153,686,851,859,820,674,750,231,811,149,864,435,762,7,640,152,282,228,721,139,196,70,876,450,108,909,348,351
France,Product 1410,484,723,986,911,207,442,386,643,931,303,184,25,222,557,236,407,372,741,768,706,503,670,202,315,851,639,42,708,251,833,257,110,209,132,957,446,249,472,116,402,739
France,Product 1411,95,289,659,239,178,817,456,492,692,134,375,51,134,592,839,4,195,657,561,14,633,85,967,930,982,808,109,303,483,37,36,82,32,51,101,650,519,955,157,137,533
France,Product 1412,234,460,995,366,640,499,589,557,774,502,605,977,636,168,383,613,233,842,955,545,465,258,4,175,57,323,668,959,56,470,438,594,930,132,322,498,444,586,865,653,727
France,Product 1413,953,236,5,900,231,57,8,595,809,270,866,224,566,623,377,827,414,273,646,456,184,452,316,668,135,65,488,313,80,755,675,261,812,117,203,40,820,814,590,481,464
France,Product 1414,643,797,991,564,453,894,183,94,539,198,903,157,766,414,645,29,265,309,699,55,52,236,737,566,275,109,317,960,46,156,805,92,609,271,565,380,764,526,120,320,40
France,Product 1415,419,88,977,441,249,545,317,137,757,326,292,52,407,700,35,977,376,380,104,753,613,831,721,936,768,414,405,161,801,896,465,530,786,573,546,487,542,342,631,412,984
France,Product 1416,596,121,628,317,296,226,645,401,688,351,192,608,556,490,730,564,972,937,843,826,960,37,281,264,725,853,517,146,538,394,946,853,607,327,910,5,636,439,602,884,419
France,Product 1417,146,85,641,357,417,77,131,328,514,558,540,303,680,85,847,57,91,108,334,173,354,72,234,101,339,859,584,16,418,457,634,607,933,318,723,790,430,440,102,682,777
France,Product 1418,529,931,13,219,153,273,182,52,796,502,672,831,727,9,970,927,179,400,919,33,903,854,938,943,813,638,15,131,870,806,206,541,409,156,746,677,582,309,913,50,903
France,Product 1419,378,976,637,453,984,840,576,307,745,163,70,21,214,352,923,896,123,948,111,319,36,768,189,608,15,508,553,954,75,689,252,799,738,282,802,680,411,123,834,592,387
France,Product 1420,760,612,911,410,627,933,469,408,470,910,785,422,402,616,926,684,112,877,776,747,663,989,470,674,734,262,96,534,235,289,592,225,778,721,870,473,215,588,93,241,632
France,Product 1421,899,471,825,195,913,528,488,516,626,421,973,181,120,975,967,621,511,531,388,566,308,231,176,747,668,193,704,63,675,119,544,969,606,267,290,471,251,358,915,768,751
France,Product 1422,49,843,963,888,979,554,313,221,829,229,361,456,151,0,761,376,420,846,697,158,829,274,758,763,898,75,256,315,649,469,511,613,157,927,44,528,998,257,136,271,580
France,Product 1423,977,987,441,129,509,550,539,360,362,351,601,966,331,151,21,513,608,23,302,695,473,202,962,898,344,869,173,151,240,367,600,620,131,864,235,5,247,610,94,434,840
France,Product 1424,349,172,628,126,379,402,927,334,487,378,37,96,268,939,560,859,116,578,81,634,192,658,645,590,374,958,154,245,539,937,41,231,109,736,607,559,213,602,306,175,576
France,Product 1425,704,533,894,255,746,864,658,477,906,431,435,40,62,45,242,785,530,615,561,317,988,210,686,705,351,495,990,788,272,671,676,190,592,841,796,325,144,85,559,683,860
France,Product 1426,505,80,605,616,845,149,813,445,754,732,886,76,376,810,969,828,512,761,500,437,797,270,970,786,29,454,439,176,732,443,482,732,935,425,457,346,780,625,689,396,905
France,Product 1427,940,491,731,537,274,951,242,956,758,154,281,592,817,887,458,286,865,282,41,814,211,930,276,108,120,12,32,104,972,358,508,789,162,871,924,930,730,432,659,442,876
France,Product 1428,220,549,322,494,451,631,180,482,846,832,807,426,831,203,607,814,599,818,108,368,322,56,208,651,70,97,730,427,607,577,854,822,696,277,838,421,532,468,648,207,340
France,Product 1429,253,109,244,769,903,612,791,580,258,952,229,326,259,608,557,81,497,678,598,381,459,776,717,70,861,608,780,986,22,834,894,866,98,30,604,160,899,179,677,452,707
France,Product 1430,99,197,916,841,735,28,297,20,557,865,742,106,433,594,608,458,70,913,197,842,950,797,583,599,686,854,851,13,276,76,62,404,921,241,927,653,204,683,319,531,554
France,Product 1431,83,504,599,180,76,812,682,217,679,202,339,883,864,111,667,468,969,573,558,656,176,97,693,195,753,722,463,227,758,773,183,675,56,254,900,855,942,352,468,474,743
France,Product 1432,849,930,704,948,307,179,893,333,463,102,524,447,728,933,759,980,270,804,578,936,486,580,800,553,773,319,286,342,629,854,625,545,959,101,693,466,142,887,854,293,510
France,Product 1433,497,671,278,157,651,978,12,29,422,126,547,159,947,120,355,911,178,394,230,192,364,246,656,786,869,653,699,236,805,52,289,495,366,818,307,857,280,413,545,463,261
France,Product 1434,841,767,952,87,204,974,756,479,60,525,424,760,993,781,230,411,144,484,289,839,655,738,787,503,252,970,308,312,280,328,162,287,288,591,571,794,201,708,51,593,213
France,Product 1435,461,91,763,693,687,32,921,144,738,644,763,212,492,350,974,756,889,364,934,230,663,862,950,853,121,255,62,254,970,661,227,325,813,716,539,626,336,31,99,163,700
France,Product 1436,974,458,989,807,943,979,985,832,307,875,344,160,385,892,233,91,947,134,620,278,458,761,828,993,806,341,656,172,494,177,663,528,691,611,623,456,786,373,864,697,4
France,Product 1437,917,490,533,959,754,492,775,886,321,700,727,687,903,619,895,50,810,820,629,939,709,657,703,188,408,642,837,305,377,494,750,482,519,229,240,980,389,129,219,943,158
France,Product 1438,918,352,961,757,336,708,150,437,405,699,483,144,695,553,594,558,853,926,188,148,671,756,862,913,624,316,926,364,321,229,265,536,520,720,933,941,947,291,160,564,109
France,Product 1439,706,527,3,833,551,753,981,217,508,249,802,585,154,117,568,223,289,283,372,76,410,732,280,418,21,307,477,26,693,237,520,283,560,620,42,829,871,427,453,235,684
France,Product 1440,599,960,596,991,283,898,639,139,760,233,392,757,14,406,240,83,257,516,998,177,981,645,643,352,920,604,138,214,314,212,673,863,250,18,401,473,378,69,370,975,322
France,Product 1441,927,225,397,718,841,735,272,446,778,483,308,701,907,162,348,200,308,6,267,478,187,81,361,254,89,942,350,773,894,221,22,287,291,899,844,982,173,402,94,913,71
France,Product 1442,955,456,620,414,407,619,738,9,958,204,90,767,847,358,616,10,544,524,770,938,369,497,160,949,686,996,491,818,696,634,270,601,808,574,880,806,652,434,108,966,168
France,Product 1443,84,468,817,175,586,698,14,858,794,1,945,405,295,643,612,584,159,526,378,622,690,776,810,18,617,141,282,343,906,583,963,431,749,994,471,208,293,801,228,170,358
France,Product 1444,697,980,761,672,253,192,170,973,449,911,53,553,333,415,899,924,393,366,840,527,650,752,993,3,281,569,821,902,681,724,775,121,672,688,745,330,291,230,582,472,240
France,Product 1445,725,473,542,946,828,584,716,690,861,465,338,435,718,182,607,26,559,296,490,485,897,817,333,809,611,409,25,504,826,805,804,130,495,380,173,629,614,575,690,230,160
France,Product 1446,94,245,152,910,330,886,921,325,599,744,86,362,547,944,220,136,876,635,69,381,897,399,928,6,754,468,803,943,298,420,460,10,652,78,554,631,866,512,974,362,387
France,Product 1447,730,806,91,762,178,960,867,580,346,129,837,809,749,738,577,193,389,592,725,325,933,629,946,184,361,154,884,867,453,894,330,372,781,850,414,141,83,979,589,843,965
France,Product 1448,402,917,802,562,815,162,533,335,434,347,453,144,331,703,186,924,435,511,377,336,792,443,476,720,379,382,280,833,507,101,155,807,477,862,7,98,714,644,810,445,201
France,Product 1449,382,186,407,577,646,23,46,370,684,62,823,725,32,239,623,823,785,649,9,276,273,463,605,488,533,481,81,407,228,509,28,627,383,98,632,775,32,74,357,630,618
France,Product 1450,436,505,495,178,151,112,600,0,650,560,621,307,906,19,320,244,986,906,433,901,484,207,998,517,436,11,69,692,404,387,189,791,350,654,646,202,718,401,901,918,484
France,Product 1451,139,114,122,129,222,757,754,429,329,450,540,274,707,758,713,42,909,324,403,583,726,832,587,506,572,888,368,143,751,652,189,848,822,804,118,419,694,776,146,711,171
France,Product 1452,701,846,301,716,265,853,964,794,827,402,872,148,297,76,95,640,833,8,894,962,646,340,180,546,131,326,91,608,457,337,235,952,38,924,73,773,392,892,848,135,492
France,Product 1453,824,633,837,77,773,800,782,587,384,49,730,541,627,352,570,744,310,21,398,744,564,391,686,853,594,344,464,33,284,180,479,846,724,871,344,528,938,833,771,830,783
France,Product 1454,1,356,780,1,662,326,712,267,388,767,447,877,498,891,942,264,164,518,515,995,693,603,565,811,695,55,852,567,422,279,504,697,727,19,377,455,261,196,881,672,274
France,Product 1455,500,89,489,640,134,465,721,546,239,907,817,221,14,906,464,721,832,960,207,227,320,64,283,342,952,759,604,397,674,987,545,867,591,556,957,597,229,895,610,659,40
France,Product 1456,453,541,405,625,879,664,325,68,547,473,714,442,46,473,272,14,911,43,49,115,908,991,424,345,910,798,770,493,140,466,565,862,313,479,714,412,344,546,40,274,171
France,Product 1457,500,704,869,461,354,860,968,7,940,348,882,590,13,531,645,810,740,24,198,856,495,566,748,900,73,66,17,251,387,500,487,557,303,218,673,840,972,29,223,19,385
France,Product 1458,687,349,913,539,329,945,909,778,732,869,348,992,4,752,230,866,748,400,469,294,480,944,623,394,421,741,381,859,170,760,272,80,622,327,421,753,554,76,325,666,529
France,Product 1459,274,418,725,394,340,502,98,795,75,665,9,406,354,245,466,368,412,904,222,88,650,863,489,213,73,939,291,700,898,989,276,485,800,387,935,679,692,731,60,752,94
France,Product 1460,303,582,265,612,482,726,134,943,4,656,713,558,765,718,703,462,358,837,131,351,570,452,653,941,705,548,264,69,475,70,664,907,600,646,597,386,893,680,70,682,417
France,Product 1461,803,965,707,110,993,516,624,503,5,170,308,163,814,237,10,644,628,81,817,966,206,544,322,995,631,844,873,270,274,541,633,575,434,125,144,792,853,798,818,494,727
France,Product 1462,691,722,938,111,437,402,535,586,787,547,198,189,606,228,152,189,811,738,801,510,830,610,30,914,764,625,571,187,791,955,360,299,696,126,313,20,821,972,662,932,16
France,Product 1463,992,271,680,222,491,789,328,858,863,597,790,699,844,93,394,795,499,365,698,33,788,986,825,324,253,536,101,799,726,925,217,905,700,642,959,894,534,931,551,583,49
France,Product 1464,958,815,844,52,58,18,16,962,63,663,267,925,46,554,694,59,337,500,716,228,723,132,711,630,991,205,244,603,860,322,106,280,881,935,338,579,922,43,678,411,633
France,Product 1465,883,892,113,473,957,878,870,217,320,223,203,168,426,930,556,894,756,302,687,160,118,287,251,649,664,414,184,380,765,986,988,347,397,918,42,127,4,354,571,670,13
France,Product 1466,79,318,317,526,505,561,26,371,798,364,839,369,267,465,888,222,90,531,896,440,193,805,554,355,999,231,426,349,67,26,266,924,292,110,841,370,853,20,817,616,923
France,Product 1467,241,804,666,482,928,244,904,349,381,701,35,311,356,568,651,871,502,56,768,380,388,289,62,602,287,494,782,587,681,403,770,568,924,817,954,175,358,571,101,884,709
France,Product 1468,907,270,842,889,806,481,870,87,109,109,72,710,815,775,335,37,445,616,885,172,359,529,203,122,111,189,780,221,385,724,321,787,107,405,343,209,685,842,836,323,976
France,Product 1469,431,47,737,585,365,412,428,419,826,469,413,605,794,111,409,277,73,251,987,507,811,662,953,100,50,318,553,740,755,331,532,490,322,867,552,560,20,629,17,30,0
France,Product 1470,174,572,42,143,406,323,23,81,787,326,668,400,983,585,600,540,207,889,887,371,209,544,813,535,457,891,617,255,356,610,37,173,562,763,311,821,908,239,865,937,566
France,Product 1471,658,97,38,387,302,9,273,879,889,195,792,778,798,450,798,818,805,39,856,23,392,332,460,704,490,699,559,549,689,565,797,684,753,692,807,330,614,592,698,543,525
France,Product 1472,971,705,957,875,724,136,529,319,261,526,505,801,819,117,562,700,883,318,384,902,475,428,997,658,212,517,149,599,634,998,401,584,834,760,648,247,795,61,302,480,429
France,Product 1473,690,924,375,675,504,187,910,725,485,494,212,107,218,219,209,135,732,763,491,812,569,95,753,68,108,945,266,946,357,925,202,363,132,652,566,436,314,590,924,53,962
France,Product 1474,608,361,925,67,701,592,365,334,805,720,623,454,204,197,576,98,7,891,532,613,150,70,731,82,661,716,141,520,762,702,236,13,294,755,955,721,253,246,977,708,724
France,Product 1475,27,272,381,897,10,754,624,442,652,570,29,625,261,650,135,628,805,192,71,158,709,14,860,66,540,466,544,619,125,758,255,197,132,498,567,345,10,719,880,659,874
France,Product 1476,625,937,771,705,246,608,632,398,994,250,201,312,765,521,652,836,131,514,711,334,985,797,43,480,693,593,412,513,410,147,516,519,360,426,733,378,538,351,888,966,100
France,Product 1477,468,534,73,282,266,908,880,281,294,472,33,524,846,420,510,283,613,827,151,483,837,95,771,160,959,846,255,130,265,733,628,523,526,96,588,500,622,272,894,748,605
France,Product 1478,929,349,801,508,264,577,12,810,545,590,839,88,105,383,409,296,189,658,910,874,261,515,793,600,177,629,666,975,477,533,343,468,428,233,466,339,530,379,58,573,143
France,Product 1479,603,712,441,39,142,322,496,244,806,297,631,390,131,443,599,834,635,655,557,590,467,293,16,397,630,75,763,662,839,628,292,124,722,588,643,139,23,474,880,445,884
France,Product 1480,313,97,979,800,846,513,247,49,350,392,181,596,817,594,103,799,191,831,475,168,168,469,604,536,883,658,615,128,290,609,545,909,957,53,162,397,112,288,972,977,233
